word,length,arousal,valence,dominance,concreteness,imageability,familiarity,aoa,semsize,gender,polysemy,log_freq,number_of_meanings,avg_variance_between_meanings,PoS,sentiment
thistle,7,4.733,5.645,5.0,6.633,6.103,4.207,4.097,2.517,3.889,0,6.362437044870734,0,0.0,PROPN,1.0
thorn,5,4.5,3.324,4.242,6.242,5.97,5.091,3.314,2.147,3.939,0,6.152799715502936,0,0.0,NOUN,1.0
thought,7,5.364,6.559,6.353,2.03,3.188,6.807,2.794,4.516,3.581,0,7.9114836973959655,0,0.0,VERB,1.0
thoughtful,10,5.455,7.813,6.75,2.273,2.853,5.808,4.412,4.844,2.727,0,6.441321623175371,0,0.0,ADJ,2.0
thoughtless,11,3.882,2.529,4.324,2.206,2.206,5.471,4.758,3.824,4.588,0,5.338263209477448,0,0.0,ADJ,0.0
threat,6,5.457,1.943,4.171,3.333,3.824,5.636,4.629,5.618,5.543,0,7.268256741949327,0,0.0,NOUN,1.0
threatening,11,5.324,1.882,3.788,3.412,4.212,5.588,4.794,5.697,5.697,0,6.709861877413399,0,0.0,VERB,1.0
thrifty,7,5.065,5.849,6.061,2.938,2.879,4.0,5.844,3.303,3.567,0,6.092430784451753,0,0.0,NOUN,1.0
thrill,6,7.485,7.529,6.735,3.543,4.156,5.294,4.429,4.844,4.059,0,6.429757769191653,0,0.0,NOUN,2.0
thrilling,9,7.152,7.543,6.286,2.943,3.429,5.147,4.486,5.576,4.0,0,6.1418356066582405,0,0.0,ADJ,2.0
throat,6,3.886,5.057,5.457,6.457,6.543,6.091,2.771,2.912,4.229,0,7.156967556296666,0,0.0,NOUN,1.0
throne,6,6.029,5.971,6.143,6.457,6.471,4.455,3.2,5.441,4.371,0,6.530509998983325,0,0.0,NOUN,1.0
throw,5,4.546,4.667,6.121,4.909,5.091,6.0,2.394,4.03,4.909,0,7.1973352895685885,0,0.0,VERB,1.0
thrust,6,6.771,4.857,6.353,4.382,4.743,5.029,5.371,4.543,5.514,0,6.544151296826574,0,0.0,NOUN,1.0
thumb,5,3.529,5.206,5.882,6.559,6.743,6.121,1.971,2.471,4.677,0,6.862392951020243,0,0.0,NOUN,1.0
ticket,6,4.788,5.457,5.412,6.094,6.0,6.194,3.177,3.0,4.121,1,7.45890114047889,2,0.7763885555555555,NOUN,1.0
tickle,6,6.688,6.75,4.419,4.394,5.094,6.226,2.03,3.344,2.688,0,6.127144336808826,0,0.0,VERB,1.0
ticklish,8,6.353,6.242,3.546,4.152,4.824,5.781,2.177,3.424,2.735,0,5.5508786959180405,0,0.0,ADJ,1.0
tidy,4,5.294,7.314,5.667,4.257,5.485,6.061,2.657,3.853,2.882,0,6.248398764591559,0,0.0,ADJ,1.0
tie,3,3.5,4.909,5.212,6.438,6.677,6.226,2.735,2.485,5.677,1,7.171167067356677,3,0.6983367777777778,VERB,1.0
tiger,5,6.235,5.667,4.853,6.706,6.727,6.212,2.029,4.794,4.765,0,7.138715444955955,0,0.0,NOUN,1.0
tight,5,4.788,4.364,3.667,4.235,4.771,5.657,2.912,2.714,3.03,0,7.254834467178039,0,0.0,ADJ,2.0
till,4,3.265,5.0,4.912,5.059,4.647,5.438,3.686,2.719,4.0,0,7.214227878448412,0,0.0,ADV,1.0
tilt,4,3.771,5.0,5.0,4.206,4.686,5.086,4.171,2.765,4.086,0,6.692240686382945,0,0.0,NOUN,1.0
time,4,3.903,5.625,3.576,2.485,2.968,6.69,2.424,6.032,3.936,0,8.958423190111338,0,0.0,NOUN,1.0
timid,5,3.936,3.094,2.833,2.968,3.516,4.517,4.516,2.581,3.167,0,5.817700198056757,0,0.0,ADJ,0.0
tinsel,6,5.032,6.0,5.5,6.219,6.233,4.065,3.125,2.467,3.179,0,5.442542478541404,0,0.0,NOUN,1.0
tiny,4,3.969,4.636,3.936,3.424,4.438,5.567,2.438,1.485,2.867,0,7.238009475246165,0,0.0,ADJ,1.0
tire,4,2.939,3.824,4.029,4.667,4.824,5.353,3.912,3.606,4.485,0,6.9634155435447855,0,0.0,NOUN,1.0
tired,5,3.161,3.406,3.613,3.323,4.063,6.667,2.094,3.719,3.897,0,7.047595425864256,0,0.0,ADJ,0.0
titan,5,5.906,5.727,6.3,4.355,4.364,3.765,5.364,5.97,6.219,0,6.599272339070566,0,0.0,PROPN,1.0
titanic,7,4.242,3.794,4.882,5.758,5.941,4.636,4.758,6.065,3.943,1,6.51528489608851,2,1.0448645555555556,PROPN,1.0
toad,4,3.546,4.394,4.941,6.581,6.706,5.118,2.8,2.588,4.969,0,6.185162937796372,0,0.0,NOUN,1.0
toast,5,4.656,6.294,5.794,6.344,6.758,6.267,2.118,2.667,4.088,1,6.5135764774017195,2,1.4481876111111116,NOUN,1.0
toaster,7,3.688,5.618,5.294,6.853,6.853,6.594,2.765,2.844,4.344,0,6.320755948227933,0,0.0,NOUN,1.0
tobacco,7,3.441,3.118,5.294,6.485,6.333,5.529,5.171,3.375,5.455,0,7.132712548033815,0,0.0,NOUN,1.0
toddler,7,4.182,6.324,4.0,6.229,6.429,5.219,2.771,2.857,3.257,0,6.794006291276133,0,0.0,NOUN,1.0
toe,3,3.286,4.714,5.677,6.8,6.829,6.177,1.853,1.706,4.286,0,7.153772225200195,0,0.0,NOUN,1.0
toes,4,3.257,4.857,5.286,6.8,6.886,6.177,1.6,2.059,3.829,0,6.659010365007132,0,0.0,NOUN,1.0
toga,4,4.182,5.515,5.788,5.879,5.97,4.424,5.031,3.273,4.97,0,5.542957312992062,0,0.0,NOUN,1.0
toilet,6,3.6,4.486,4.5,6.829,6.657,6.824,1.677,3.2,4.514,0,6.983290356954076,0,0.0,NOUN,0.0
toll,4,3.029,3.788,4.226,3.879,3.543,4.031,5.647,3.645,4.706,0,7.460179280210639,0,0.0,NOUN,1.0
tomahawk,8,6.0,3.95,5.652,5.8,5.2,2.242,5.833,4.0,5.571,0,5.832295545070547,0,0.0,PROPN,1.0
tomato,6,3.206,5.629,5.314,6.824,6.588,6.471,2.118,2.371,3.765,0,6.750535547050084,0,0.0,NOUN,1.0
tomb,4,5.133,3.065,3.516,6.419,5.967,3.769,4.156,4.871,4.467,0,6.590472337927989,0,0.0,NOUN,1.0
tone,4,4.743,5.343,5.743,3.8,2.455,5.5,4.222,3.735,3.743,1,7.240477409035563,3,0.19166462962962966,NOUN,1.0
tongue,6,5.515,5.576,5.531,6.625,6.742,6.452,2.242,2.606,3.677,0,7.000111295413814,0,0.0,NOUN,1.0
tool,4,3.629,5.059,6.206,6.257,6.177,6.029,3.114,2.941,5.788,0,7.81297836900122,0,0.0,NOUN,1.0
tooth,5,4.226,5.406,5.258,6.643,6.567,6.385,2.032,1.742,4.077,0,6.74437506093584,0,0.0,NOUN,1.0
toothache,9,5.03,2.235,3.242,4.719,3.849,5.276,3.441,3.364,4.125,0,5.2827580210255976,0,0.0,NOUN,1.0
toothbrush,10,2.765,5.559,6.265,6.765,6.824,6.875,1.879,2.606,4.088,0,6.03555220396803,0,0.0,NOUN,1.0
top,3,4.457,5.971,5.943,4.514,4.943,6.515,2.086,4.118,3.857,1,8.685037136580858,3,0.5124998518518518,NOUN,1.0
torch,5,4.559,5.829,5.727,6.057,6.118,6.03,2.943,3.177,5.0,1,6.526376242549333,2,0.7116290555555556,NOUN,1.0
torment,7,6.194,1.939,3.161,2.936,3.031,4.0,5.152,5.25,4.781,0,5.9217254822182275,0,0.0,NOUN,1.0
tornado,7,5.909,2.0,3.594,6.121,6.188,5.125,4.206,6.406,5.429,0,6.410597912853062,0,0.0,NOUN,1.0
tortoise,8,4.194,5.781,5.241,6.786,6.75,4.929,3.129,2.516,4.4,0,6.054515767824719,0,0.0,NOUN,1.0
torture,7,4.677,1.515,2.912,4.714,4.697,4.906,4.849,5.118,5.412,0,7.086696242971166,0,0.0,NOUN,0.0
torturer,8,5.438,1.438,4.355,5.344,4.909,4.909,5.419,5.25,5.879,0,4.874087352564429,0,0.0,NOUN,1.0
toss,4,4.257,4.286,5.206,4.571,4.571,4.529,3.2,3.235,5.212,0,6.422384954223326,0,0.0,VERB,1.0
tosser,6,5.333,2.265,5.061,3.469,4.324,4.788,6.143,4.371,5.818,0,4.806830927613483,0,0.0,NOUN,1.0
toucan,6,4.267,5.807,5.071,6.429,6.133,3.563,4.969,3.759,3.903,0,5.536382921837527,0,0.0,NOUN,1.0
touch,5,6.235,6.471,5.824,4.853,5.0,6.313,2.147,4.0,2.824,0,7.566213923266345,0,0.0,NOUN,2.0
touchy,6,4.914,4.212,4.486,2.743,3.314,5.424,4.629,3.818,2.829,0,5.597055336822577,0,0.0,ADJ,0.0
tough,5,4.636,4.636,5.97,3.559,3.546,6.063,3.588,4.71,5.849,0,7.132289217989736,0,0.0,ADJ,1.0
tour,4,4.771,5.794,5.147,5.333,5.0,5.667,4.088,4.758,3.853,0,7.8733348978335265,0,0.0,NOUN,1.0
tourist,7,4.971,5.314,4.765,5.486,5.714,5.788,4.143,4.059,4.143,0,7.177439876695397,0,0.0,NOUN,1.0
toward,6,4.441,5.824,6.343,3.514,3.143,5.882,3.314,3.765,4.114,0,7.477476666144174,0,0.0,ADV,1.0
towel,5,3.419,5.8,5.69,6.724,6.724,6.724,2.267,2.774,3.867,0,6.690343892258597,0,0.0,NOUN,1.0
tower,5,4.382,5.2,5.057,6.543,6.371,5.206,2.743,6.0,4.559,0,7.315695792971445,0,0.0,NOUN,1.0
town,4,4.788,5.576,4.75,5.813,5.933,6.379,2.906,4.719,4.067,0,7.956547216001945,0,0.0,NOUN,1.0
toxic,5,5.8,1.859,3.539,3.984,3.844,5.017,4.462,4.844,4.823,0,6.957385486468179,0,0.0,ADJ,1.0
toxin,5,5.353,2.471,4.147,5.03,3.941,3.735,5.912,3.529,4.529,0,6.174908949241863,0,0.0,NOUN,1.0
toy,3,5.606,6.471,5.677,6.353,6.257,5.97,1.457,2.941,4.088,0,7.430152986027669,0,0.0,NOUN,1.0
toys,4,5.441,6.606,6.156,6.031,6.303,6.177,1.636,3.353,3.765,0,7.9479862722061725,0,0.0,NOUN,1.0
trace,5,3.656,5.0,4.469,3.765,4.0,4.382,4.0,2.265,3.912,1,7.068083846240943,2,0.35686211111111105,VERB,1.0
track,5,4.1,5.367,4.833,5.233,5.438,5.231,3.688,4.219,4.6,0,8.050709288951747,0,0.0,NOUN,1.0
traction,8,3.531,5.2,5.241,4.063,3.323,3.833,6.094,3.867,4.71,1,6.428091848607869,2,0.34304933333333326,NOUN,1.0
tractor,7,3.382,5.324,5.371,6.588,6.706,5.514,2.171,4.677,5.714,0,6.707406220275373,0,0.0,NOUN,1.0
trade,5,3.849,5.677,4.882,4.029,3.879,5.697,4.441,4.5,5.382,0,8.041734399667137,0,0.0,NOUN,1.0
traffic,7,4.0,3.0,3.219,5.793,6.103,6.067,3.452,5.563,4.5,0,7.75770908629179,0,0.0,NOUN,1.0
tragedy,7,6.688,1.576,2.871,2.818,3.303,5.069,4.441,6.0,3.688,0,6.7477698172716325,0,0.0,NOUN,0.0
tragic,6,6.152,1.727,3.121,2.188,2.485,5.633,4.576,5.438,3.767,0,6.5141396960783515,0,0.0,ADJ,1.0
trailer,7,3.633,5.031,4.933,5.879,5.8,5.333,4.281,3.933,4.433,0,7.266296106772029,0,0.0,NOUN,1.0
train,5,3.846,5.791,5.075,6.687,6.698,6.459,2.077,5.147,4.677,1,7.502658832111287,4,0.9874742222222221,NOUN,1.0
trainer,7,4.433,5.548,4.581,6.161,5.849,5.567,3.515,3.414,4.813,1,6.958141710121568,2,0.5398336111111113,NOUN,1.0
traitor,7,5.0,1.912,3.941,4.147,3.576,4.516,4.647,4.636,5.314,0,5.844428710996398,0,0.0,NOUN,1.0
tram,4,3.576,5.0,4.581,6.742,6.367,4.452,4.433,4.606,4.393,0,6.133841531709953,0,0.0,NOUN,1.0
trample,7,4.75,2.875,4.645,4.733,5.094,5.313,4.419,4.29,4.938,0,5.720206452818784,0,0.0,VERB,1.0
trampled,8,4.971,2.333,2.743,4.971,5.382,4.576,4.143,4.457,4.353,0,5.538765957046839,0,0.0,VERB,0.0
trance,6,5.061,5.088,3.5,3.091,3.441,4.455,5.114,4.152,3.765,0,6.868763485760302,0,0.0,NOUN,1.0
tranquil,8,3.313,7.697,5.97,2.515,4.029,5.152,5.629,4.063,2.844,0,6.090500357630864,0,0.0,ADJ,1.0
transit,7,3.125,4.909,4.618,4.182,3.382,4.147,5.5,4.242,4.941,0,7.4036616787171985,0,0.0,NOUN,1.0
transition,10,4.206,5.5,4.829,3.057,2.629,4.636,6.088,4.886,3.943,0,7.301730945570694,0,0.0,NOUN,1.0
transportation,14,4.188,5.471,5.188,5.394,5.735,5.677,4.824,5.382,4.824,0,7.725281284796684,0,0.0,NOUN,1.0
trap,4,4.882,2.971,3.314,5.531,5.636,5.121,3.212,3.818,4.515,0,6.8790087823887855,0,0.0,NOUN,1.0
trapped,7,5.273,2.229,2.559,3.857,4.794,5.094,3.6,4.294,4.242,0,6.566206317658909,0,0.0,VERB,1.0
trash,5,3.353,2.943,4.743,5.971,6.455,4.485,4.171,3.2,4.886,0,6.850818081337081,0,0.0,NOUN,0.0
trauma,6,5.781,1.75,2.613,2.903,3.531,5.321,5.375,5.531,4.519,0,6.735178532375879,0,0.0,NOUN,1.0
traumatic,9,5.143,1.743,3.143,2.912,3.429,5.029,5.343,5.486,4.143,0,6.389321516245273,0,0.0,ADJ,1.0
travel,6,7.29,6.936,6.281,4.29,4.103,6.37,3.344,5.4,4.107,0,8.458968985966715,0,0.0,NOUN,1.0
traveller,9,5.636,6.313,6.242,4.939,5.303,5.742,3.849,4.438,4.424,0,6.772930758943202,0,0.0,NOUN,1.0
tray,4,2.914,4.909,5.029,6.514,6.171,5.677,3.0,2.629,3.971,0,6.889418189879816,0,0.0,NOUN,1.0
tread,5,3.875,4.531,5.0,4.057,3.849,4.273,5.118,3.303,4.656,0,6.223384822122765,0,0.0,VERB,1.0
treason,7,4.849,1.818,4.788,3.161,2.969,4.061,5.571,5.382,5.313,0,6.062732363205394,0,0.0,NOUN,1.0
treasure,8,6.909,7.824,6.353,5.206,6.143,5.265,2.6,5.029,3.941,0,6.931155030342421,0,0.0,NOUN,2.0
treasurer,9,4.029,6.0,6.086,5.583,4.618,4.636,5.472,4.611,4.639,0,6.862072316019895,0,0.0,NOUN,1.0
treat,5,6.879,7.879,5.563,4.094,4.903,6.267,2.273,3.818,3.061,0,7.288747975192475,0,0.0,VERB,2.0
treaty,6,4.182,6.182,4.576,4.147,3.441,4.656,5.788,4.576,4.406,0,6.958381766245214,0,0.0,NOUN,1.0
treble,6,4.943,5.206,5.03,3.559,3.788,4.394,4.943,3.912,4.177,1,6.013500808559338,2,0.22401933333333326,NOUN,1.0
tree,4,4.484,6.839,5.226,6.862,6.69,6.5,1.903,5.433,3.889,0,7.775413474641471,0,0.0,NOUN,1.0
trellis,7,3.136,4.8,5.087,5.417,5.087,2.546,6.478,3.45,3.727,0,5.777742821579028,0,0.0,NOUN,1.0
tremble,7,5.588,3.571,2.765,4.8,5.057,4.938,4.118,3.543,3.182,0,5.6596747526627045,0,0.0,VERB,1.0
trench,6,4.152,3.529,4.546,5.618,5.559,4.824,5.455,4.667,5.333,0,6.23290187604485,0,0.0,NOUN,1.0
trend,5,5.091,5.548,3.909,2.853,3.212,5.321,4.971,4.667,3.452,0,7.197198323918628,0,0.0,NOUN,1.0
trial,5,5.727,4.0,3.636,4.094,3.849,4.786,4.906,4.656,4.767,1,7.752414737925438,2,0.7916447777777778,NOUN,1.0
triangle,8,3.543,5.029,5.353,5.353,6.5,6.094,2.229,2.857,4.229,0,6.892553209289129,0,0.0,NOUN,1.0
triangular,10,3.25,4.969,4.839,5.0,6.344,5.1,3.788,3.0,4.065,0,6.1871799197943265,0,0.0,ADJ,1.0
tribal,6,5.147,5.677,5.914,4.235,4.943,4.314,5.514,5.086,5.333,0,6.927383042610077,0,0.0,ADJ,1.0
tribe,5,5.226,5.844,5.152,4.733,5.516,4.482,4.3,5.0,5.133,0,6.897115256868732,0,0.0,NOUN,1.0
tribute,7,4.875,6.618,5.375,3.727,3.25,4.313,5.171,4.939,4.121,0,6.922933475177403,0,0.0,NOUN,2.0
trick,5,5.212,3.886,4.455,3.971,3.394,5.433,2.879,3.719,4.543,0,6.914262374006934,0,0.0,NOUN,1.0
tricky,6,4.968,3.515,4.419,3.0,3.75,5.813,3.323,3.938,4.364,0,6.371147506424464,0,0.0,ADJ,1.0
trim,4,3.353,5.294,4.677,4.412,4.656,4.677,3.943,2.394,3.531,0,7.01683122006192,0,0.0,NOUN,1.0
trimmer,7,3.121,4.758,5.088,6.088,5.4,4.273,5.143,3.0,4.706,0,6.173807535329526,0,0.0,NOUN,1.0
trinity,7,4.367,5.5,4.839,2.613,3.313,3.968,5.625,5.167,3.788,0,6.896383725685437,0,0.0,NOUN,1.0
trinket,7,5.094,5.906,5.156,5.531,6.125,3.818,4.576,1.794,2.219,0,5.69567163877481,0,0.0,NOUN,1.0
trio,4,4.265,5.576,4.971,5.229,5.029,4.394,4.559,3.606,3.829,0,6.857438523723628,0,0.0,NOUN,1.0
triple,6,4.563,5.742,5.367,3.969,3.8,5.069,3.688,3.969,4.214,0,7.096164262733843,0,0.0,NOUN,1.0
tripod,6,2.613,5.265,5.438,6.559,6.177,4.303,5.147,3.129,4.533,0,6.560362574276986,0,0.0,NOUN,1.0
triumph,7,7.088,8.2,7.229,3.364,4.065,5.182,5.029,5.879,4.735,0,6.738284006103449,0,0.0,NOUN,2.0
triumphant,10,6.857,8.2,7.471,3.147,3.886,5.147,5.086,5.914,4.706,0,5.869349667484557,0,0.0,ADJ,2.0
troll,5,4.324,3.029,4.088,4.343,5.686,4.286,3.429,4.543,5.571,0,6.317888955779795,0,0.0,NOUN,1.0
trophy,6,6.4,7.543,7.114,6.429,6.559,5.147,3.429,4.343,5.057,0,6.675032162159331,0,0.0,NOUN,1.0
trot,4,3.697,4.97,4.97,4.455,4.424,4.636,3.667,3.452,3.636,0,5.859592177089331,0,0.0,NOUN,1.0
trouble,7,6.029,2.457,4.879,3.2,3.429,5.882,2.486,5.143,4.914,0,7.389539983862883,0,0.0,NOUN,1.0
troublesome,11,4.714,2.576,3.912,2.571,3.114,4.706,4.677,4.735,4.886,0,5.984311237474547,0,0.0,ADJ,0.0
troubling,9,5.25,2.313,3.765,2.688,2.29,5.394,4.677,5.03,4.606,0,6.014348719045596,0,0.0,ADJ,0.0
trousers,8,3.515,5.294,5.412,6.706,6.629,6.688,1.971,3.121,5.912,0,6.590788798148365,0,0.0,NOUN,1.0
trout,5,2.886,5.114,5.657,6.417,6.333,4.414,4.25,2.588,5.143,0,6.729897286630764,0,0.0,NOUN,1.0
truce,5,4.531,6.968,5.063,3.3,3.75,4.656,5.242,4.323,4.242,0,5.95300106731028,0,0.0,NOUN,1.0
truck,5,3.677,4.706,4.849,6.697,6.563,5.933,2.294,5.212,5.75,0,7.506995183763043,0,0.0,NOUN,1.0
TRUE,4,5.743,7.914,6.219,2.529,2.719,6.156,2.4,5.424,3.182,0,7.137241786064721,0,0.0,ADJ,2.0
trumpet,7,4.818,5.636,5.273,6.794,6.844,5.563,3.353,3.563,4.647,0,6.547390190752708,0,0.0,PROPN,1.0
truncheon,9,3.875,3.5,4.048,5.958,5.72,2.543,5.208,3.56,5.391,0,4.446008733684012,0,0.0,NOUN,1.0
trunk,5,3.324,4.706,5.235,6.294,5.647,4.735,3.706,4.412,4.559,1,7.042195821170945,3,0.27966377777777773,NOUN,1.0
trust,5,5.147,7.406,5.706,2.441,2.735,6.133,3.086,5.177,3.147,0,7.74160175486085,0,0.0,VERB,1.0
trustee,7,3.853,6.086,4.971,4.382,3.0,3.849,6.257,4.294,4.088,0,6.78765087055329,0,0.0,NOUN,1.0
trustworthy,11,5.667,8.581,6.625,2.727,3.29,6.065,4.969,5.625,3.063,0,6.095374764251462,0,0.0,ADJ,2.0
truth,5,6.177,7.686,6.147,2.265,2.677,6.281,2.686,5.235,3.343,0,7.548339351597521,0,0.0,NOUN,2.0
tsunami,7,5.818,1.636,3.156,6.353,6.281,5.0,5.412,6.441,4.588,0,6.785900663740356,0,0.0,NOUN,1.0
tube,4,3.364,4.844,4.818,6.059,5.529,5.194,3.03,3.091,4.727,0,7.2372599214424085,0,0.0,NOUN,1.0
tubular,7,3.107,5.0,4.889,4.143,4.357,3.226,6.179,4.107,4.276,0,6.216201542012077,0,0.0,ADJ,1.0
tulip,5,3.971,6.943,5.059,6.371,6.514,5.03,3.429,2.324,2.143,0,6.381420333893869,0,0.0,NOUN,1.0
tumble,6,4.546,3.971,3.879,4.656,4.706,4.467,2.857,3.294,4.091,0,6.284610054799293,0,0.0,VERB,1.0
tumbler,7,3.719,5.121,5.063,5.091,4.906,4.063,4.794,3.333,3.794,0,5.834984983350656,0,0.0,NOUN,1.0
tumour,6,5.516,1.344,2.406,5.906,4.194,5.067,5.788,3.667,4.31,0,6.0771719742940995,0,0.0,NOUN,1.0
tune,4,5.742,6.469,5.387,4.094,3.156,5.679,3.156,3.516,3.767,0,7.0305239870332645,0,0.0,VERB,1.0
turf,4,4.267,4.871,5.438,5.4,5.133,3.607,4.563,3.936,5.039,0,6.494430672996253,0,0.0,NOUN,1.0
turtle,6,4.088,6.088,5.206,6.647,6.794,5.875,2.667,2.546,4.088,0,6.724111790014605,0,0.0,NOUN,1.0
TV,2,4.824,5.706,4.559,6.677,6.857,6.706,2.206,3.333,4.629,0,7.656226556573348,0,0.0,NOUN,2.0
tweed,5,3.967,5.065,5.276,5.448,5.161,3.724,5.8,2.967,4.655,0,6.212684760104211,0,0.0,NOUN,1.0
tweet,5,4.471,5.636,5.294,4.727,4.265,5.909,4.382,2.667,3.091,1,5.227261796307933,2,1.2646141666666664,NOUN,1.0
tweezers,8,3.765,5.0,5.886,6.457,6.677,5.324,4.657,1.941,2.743,0,5.667805848859532,0,0.0,NOUN,1.0
twig,4,3.257,5.314,5.235,6.265,6.6,5.029,2.2,1.686,4.059,0,5.781918294251103,0,0.0,NOUN,1.0
twilight,8,5.576,6.152,5.121,4.455,5.281,4.969,5.061,4.455,2.849,0,6.695911730243502,0,0.0,PROPN,1.0
twin,4,4.147,5.571,4.714,6.057,6.029,5.697,2.829,4.0,3.735,0,7.304270114794672,0,0.0,PROPN,1.0
twins,5,4.941,6.061,4.735,6.387,6.281,5.519,2.971,3.909,3.529,0,6.892930482794202,0,0.0,NOUN,1.0
Twitter,7,4.235,4.943,4.824,4.886,5.6,6.273,6.971,4.771,3.829,0,7.137241786064721,0,0.0,PROPN,1.0
type,4,3.353,5.273,5.121,4.125,3.594,5.406,3.853,3.5,3.909,1,8.435106424215448,2,0.4726287777777778,NOUN,1.0
typewriter,10,3.485,5.394,5.485,6.667,6.455,5.063,4.061,3.394,3.813,0,6.180837259785444,0,0.0,NOUN,1.0
typhoon,7,6.455,3.25,3.875,6.25,6.281,4.424,5.182,6.25,4.844,0,6.1414096345827005,0,0.0,PROPN,1.0
tyranny,7,5.719,1.844,4.807,3.333,4.069,3.546,6.188,5.871,5.839,0,6.208582962800396,0,0.0,NOUN,1.0
tyrant,6,5.355,2.097,4.226,4.594,4.8,3.938,6.031,5.387,5.938,0,5.877804847936747,0,0.0,NOUN,1.0
tyre,4,3.088,5.031,5.412,6.457,6.543,5.636,3.0,3.147,5.706,0,6.275877296422454,0,0.0,NOUN,1.0
ugly,4,4.147,2.0,3.606,2.939,5.177,6.303,2.677,4.382,4.177,0,6.871015817503891,0,0.0,ADJ,0.0
ulcer,5,3.657,2.912,3.857,6.171,5.657,5.059,4.857,2.343,4.265,0,6.126003081408614,0,0.0,NOUN,1.0
umbrella,8,4.029,5.618,5.471,6.677,6.677,6.353,2.441,3.177,3.059,0,6.6260655352715645,0,0.0,NOUN,1.0
unbelievable,12,6.441,5.353,4.242,1.886,2.273,5.486,4.4,5.571,4.353,0,6.396425853693626,0,0.0,ADJ,0.0
uncle,5,3.871,5.968,4.939,5.516,5.69,6.0,2.0,3.833,6.742,0,6.909967344470712,0,0.0,NOUN,1.0
uncomfortable,13,4.469,2.697,3.125,2.656,3.188,6.414,4.125,4.367,4.0,0,6.47564823837754,0,0.0,ADJ,0.0
under,5,4.2,4.29,3.839,3.774,4.125,6.1,2.344,3.188,3.786,0,8.495955433666165,0,0.0,ADV,1.0
underworld,10,5.909,3.364,3.548,2.485,2.969,3.233,5.355,5.781,4.867,0,6.495323943091093,0,0.0,NOUN,1.0
undesirable,11,3.727,1.97,3.375,2.257,3.147,5.188,5.229,4.088,4.121,0,6.139435753944954,0,0.0,ADJ,0.0
uneasy,6,4.4,2.8,3.0,2.412,3.059,5.559,4.286,3.941,4.057,0,5.959804792917118,0,0.0,ADJ,0.0
unfaithful,10,4.419,1.424,4.419,2.563,3.438,5.452,5.909,5.125,4.879,0,5.510565115967219,0,0.0,ADJ,1.0
unhappy,7,3.0,1.971,3.6,2.273,3.882,5.765,2.686,4.457,3.971,0,6.437144505390689,0,0.0,ADJ,0.0
unicorn,7,6.03,7.257,4.813,4.242,5.871,4.594,3.0,4.531,2.177,0,6.19199117103174,0,0.0,NOUN,1.0
unify,5,5.688,7.5,6.25,2.548,2.875,4.321,5.625,5.387,3.759,0,5.800156669392373,0,0.0,VERB,1.0
unique,6,6.839,7.484,6.968,2.156,2.844,6.0,4.469,4.281,3.533,0,7.800145653378307,0,0.0,ADJ,2.0
unit,4,2.943,5.242,4.882,4.794,3.485,5.303,4.177,2.879,4.543,1,7.971806148253324,2,0.03450672222222226,NOUN,1.0
unite,5,5.455,7.515,6.5,3.563,3.765,5.156,4.771,5.382,3.485,0,6.460706049631313,0,0.0,VERB,1.0
universal,9,5.969,6.971,5.152,3.152,4.147,6.267,4.743,6.303,4.0,0,7.5739556823295535,0,0.0,ADJ,1.0
universe,8,6.364,6.853,4.059,4.265,4.735,6.0,4.177,6.912,4.735,0,7.335336221010696,0,0.0,NOUN,1.0
university,10,6.0,7.4,5.706,6.457,6.265,6.939,4.971,6.471,3.971,0,8.493282256513673,0,0.0,NOUN,1.0
unsuccessful,12,3.242,1.882,3.0,2.735,3.147,5.576,5.147,4.588,4.324,0,6.31956385801695,0,0.0,ADJ,0.0
untroubled,10,4.0,6.912,5.857,2.912,3.235,4.0,5.286,4.25,4.294,0,5.065516227661848,0,0.0,ADJ,1.0
unusual,7,5.242,5.029,5.206,2.4,2.743,5.594,3.886,4.424,4.171,0,7.0955148704979365,0,0.0,ADJ,1.0
up,2,5.229,6.265,5.943,4.235,5.412,6.531,1.486,4.353,4.029,0,8.919062067137281,0,0.0,ADV,1.0
upgrade,7,5.6,7.2,6.0,4.143,3.857,5.242,5.2,4.943,4.419,0,7.588580926480417,0,0.0,VERB,1.0
upheld,6,3.606,6.364,5.875,2.97,2.485,4.161,5.515,4.364,4.212,0,6.181900728196404,0,0.0,VERB,1.0
uphold,6,4.229,6.257,6.314,2.588,2.529,4.629,5.382,4.571,4.286,0,6.117700736431936,0,0.0,VERB,1.0
upkeep,6,3.794,5.588,5.091,3.0,2.5,4.441,5.514,4.114,3.235,0,5.719119060734605,0,0.0,NOUN,1.0
uplift,6,5.824,7.548,5.969,3.645,3.273,4.735,5.303,4.588,4.029,0,5.883362151412067,0,0.0,NOUN,2.0
uplifting,9,6.97,8.235,6.788,2.657,3.706,4.943,5.4,5.529,3.235,0,6.166598529418653,0,0.0,ADJ,2.0
upset,5,4.114,1.889,3.917,3.056,4.727,6.594,2.778,4.735,2.861,1,6.743861134546471,3,0.6955840370370372,ADJ,0.0
upward,6,5.875,6.394,6.219,4.121,4.032,5.1,3.677,4.594,3.969,0,6.514957151127851,0,0.0,ADV,1.0
urban,5,4.118,5.177,5.265,3.912,4.429,4.849,5.394,4.849,4.714,0,7.580788157064058,0,0.0,ADJ,1.0
